id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
825,New York City,0,25.92,4,East,kariox,Consumer,phone,Same Day,2338,12.4416,01-08-2018,10009,New York,01-08-2018
826,Denver,0.2,143.64,9,West,fynota,Consumer,colddrinks,Standard Class,7023,10.773,01-08-2018,80219,Colorado,01-08-2018
827,Los Angeles,0.2,49.568,2,West,kariox,Corporate,headset,Second Class,6672,17.3488,01-08-2018,90032,California,01-08-2018
828,Denver,0.2,15.552,3,West,kariox,Consumer,phone,Standard Class,7020,5.4432,01-08-2018,80219,Colorado,01-08-2018
829,Denver,0.2,6.8,1,West,kariox,Consumer,charger,Standard Class,7021,0.51,01-08-2018,80219,Colorado,01-08-2018
830,Denver,0.2,4.224,3,West,qexty,Consumer,shorts,Standard Class,7022,1.2672,01-08-2018,80219,Colorado,01-08-2018
831,Denver,0.2,31.104,6,West,kariox,Consumer,phone,Standard Class,7024,10.8864,01-08-2018,80219,Colorado,01-08-2018
832,Chicago,0.3,421.372,2,Central,qexty,Consumer,tshirts,Second Class,5800,-6.0196,01-08-2018,60610,Illinois,01-08-2018
833,New York City,0,45.92,4,East,kariox,Consumer,phone,Same Day,2339,22.5008,01-08-2018,10009,New York,01-08-2018
834,Columbus,0,344.91,3,South,kariox,Corporate,laptop,Standard Class,8246,10.3473,01-08-2018,31907,Georgia,01-08-2018
835,San Francisco,0,92.94,3,West,kariox,Consumer,phone,Standard Class,9824,41.823,01-08-2018,94122,California,01-08-2018
836,Los Angeles,0,289.24,7,West,qexty,Corporate,shorts,Second Class,7003,26.0316,01-08-2018,90045,California,01-08-2018
837,Grand Rapids,0,19.44,3,Central,kariox,Home Office,phone,Second Class,8695,9.5256,01-08-2018,49505,Michigan,01-08-2018
838,Hollywood,0.2,152.24,5,South,kariox,Consumer,battery,First Class,8996,17.127,01-08-2018,33021,Florida,01-08-2018
839,San Francisco,0,152.91,3,West,kariox,Consumer,battery,Standard Class,9823,42.8148,01-08-2018,94122,California,01-08-2018
840,San Francisco,0.2,17.856,4,West,kariox,Consumer,headset,Standard Class,9825,6.2496,01-08-2018,94122,California,01-08-2018
841,San Francisco,0.2,46.44,3,West,kariox,Consumer,headset,Standard Class,9826,15.093,01-08-2018,94122,California,01-08-2018
842,San Francisco,0.2,195.136,4,West,qexty,Consumer,tshirts,Standard Class,9827,-12.196,01-08-2018,94122,California,01-08-2018
843,Philadelphia,0.4,853.092,6,East,qexty,Consumer,hoodies,Standard Class,1690,-227.4912,01-08-2018,19143,Pennsylvania,01-08-2018
844,Los Angeles,0.2,69.456,2,West,kariox,Corporate,headset,Second Class,7004,22.5732,01-08-2018,90045,California,01-08-2018
845,Houston,0.2,15.552,3,Central,kariox,Corporate,phone,Standard Class,2045,5.4432,01-08-2018,77095,Texas,01-08-2018
846,Little Rock,0,17.96,4,South,kariox,Corporate,headset,Standard Class,2532,8.2616,01-08-2018,72209,Arkansas,01-08-2018
847,Little Rock,0,12.67,7,South,kariox,Corporate,lighting,Standard Class,2533,4.5612,01-08-2018,72209,Arkansas,01-08-2018
848,Little Rock,0,339.96,4,South,fynota,Corporate,chocolates,Standard Class,2534,122.3856,01-08-2018,72209,Arkansas,01-08-2018
849,Columbus,0.2,10.72,2,East,kariox,Consumer,television,Standard Class,2340,1.742,01-08-2018,43229,Ohio,01-08-2018
850,Columbus,0.7,76.776,4,East,kariox,Consumer,headset,Second Class,2377,-58.8616,01-08-2018,43229,Ohio,01-08-2018
851,Columbus,0.2,9.184,2,East,kariox,Consumer,charger,Second Class,2378,1.148,01-08-2018,43229,Ohio,01-08-2018
852,Jonesboro,0,638.82,9,South,qexty,Consumer,pants,Standard Class,4089,172.4814,01-08-2018,72401,Arkansas,01-08-2018
853,Little Rock,0,114.2,5,South,kariox,Corporate,phone,Standard Class,2531,52.532,01-08-2018,72209,Arkansas,01-08-2018
854,Billings,0.2,8.288,2,West,kariox,Corporate,headset,Same Day,3028,2.6936,01-08-2018,59102,Montana,01-08-2018
855,Miami,0.45,174.0585,3,South,qexty,Consumer,hoodies,Second Class,1900,-110.7645,01-09-2018,33178,Florida,01-08-2018
856,Oceanside,0.2,12.672,3,East,kariox,Corporate,headset,First Class,3134,4.4352,01-08-2018,11572,New York,01-08-2018
857,Newark,0,149.97,3,East,fynota,Home Office,chocolates,Standard Class,7824,52.4895,01-09-2018,19711,Delaware,01-08-2018
858,San Francisco,0,8.56,2,West,kariox,Consumer,television,Second Class,19,2.4824,01-09-2018,94109,California,01-08-2018
859,San Francisco,0.2,213.48,3,West,fynota,Consumer,colddrinks,Second Class,20,16.011,01-09-2018,94109,California,01-08-2018
860,San Francisco,0.2,22.72,4,West,kariox,Consumer,headset,Second Class,21,7.384,01-09-2018,94109,California,01-08-2018
861,Springfield,0,579.95,5,South,fynota,Corporate,colddrinks,First Class,3483,168.1855,01-08-2018,22153,Virginia,01-08-2018
862,Springfield,0,29.12,4,South,qexty,Corporate,shorts,First Class,3484,12.5216,01-08-2018,22153,Virginia,01-08-2018
863,Springfield,0,1202.94,3,South,qexty,Corporate,hoodies,First Class,3485,300.735,01-08-2018,22153,Virginia,01-08-2018
864,Santa Fe,0,92.52,9,West,fynota,Consumer,chocolates,Standard Class,3478,18.504,01-09-2018,87505,New Mexico,01-08-2018
865,San Francisco,0,109.92,2,West,kariox,Corporate,phone,Same Day,1651,53.8608,01-08-2018,94110,California,01-08-2018
866,San Francisco,0,13.36,2,West,kariox,Corporate,phone,Same Day,1652,6.4128,01-08-2018,94110,California,01-08-2018
867,Miami,0.2,29.808,2,South,kariox,Consumer,watch,Second Class,1898,10.8054,01-09-2018,33178,Florida,01-08-2018
868,Miami,0.7,505.176,4,South,kariox,Consumer,headset,Second Class,1899,-336.784,01-09-2018,33178,Florida,01-08-2018
869,Bristol,0,25.3,5,East,kariox,Consumer,headset,Standard Class,8461,11.891,01-09-2018,6010,Connecticut,01-08-2018
870,Bristol,0,95.94,3,East,kariox,Consumer,laptop,Standard Class,8462,9.594,01-09-2018,6010,Connecticut,01-08-2018
871,Hollywood,0.2,91.36,5,South,kariox,Consumer,phone,First Class,8995,29.692,01-08-2018,33021,Florida,01-08-2018
872,Newark,0,8.64,3,East,kariox,Home Office,television,Standard Class,7823,2.5056,01-09-2018,19711,Delaware,01-08-2018
873,Newark,0,3.38,1,East,kariox,Consumer,phone,Standard Class,5336,1.5548,01-09-2018,19711,Delaware,01-08-2018
874,Newark,0,17.34,3,East,kariox,Consumer,phone,Standard Class,5335,8.4966,01-09-2018,19711,Delaware,01-08-2018
875,Newark,0,10.68,4,East,qexty,Consumer,shorts,Standard Class,5334,4.0584,01-09-2018,19711,Delaware,01-08-2018
876,Owensboro,0,25.5,3,South,kariox,Corporate,charger,Second Class,5913,6.63,01-08-2018,42301,Kentucky,01-08-2018
877,Columbus,0.2,40.096,14,East,kariox,Consumer,lighting,Second Class,114,14.5348,01-08-2018,43229,Ohio,01-08-2018
878,Columbus,0.2,4.72,2,East,kariox,Consumer,watch,Second Class,115,1.652,01-08-2018,43229,Ohio,01-08-2018
879,Columbus,0.2,23.976,3,East,kariox,Consumer,phone,Second Class,116,7.4925,01-08-2018,43229,Ohio,01-08-2018
880,Columbus,0.2,130.464,6,East,kariox,Consumer,watch,Second Class,117,44.0316,01-08-2018,43229,Ohio,01-08-2018
881,Los Angeles,0,6.28,1,West,qexty,Corporate,shorts,Standard Class,5944,2.6376,01-08-2018,90036,California,01-08-2018
882,Los Angeles,0,95.1,5,West,fynota,Corporate,chocolates,Standard Class,5945,30.432,01-08-2018,90036,California,01-08-2018
883,Oceanside,0,13.28,2,East,qexty,Corporate,shorts,First Class,3133,6.3744,01-08-2018,11572,New York,01-08-2018
884,Los Angeles,0,25.92,4,West,kariox,Corporate,phone,Standard Class,5946,12.4416,01-08-2018,90036,California,01-08-2018
885,Seattle,0.2,1007.944,7,West,fynota,Consumer,colddrinks,Standard Class,6579,75.5958,01-08-2018,98103,Washington,01-08-2018
886,Houston,0.8,25.68,3,Central,kariox,Consumer,headset,Standard Class,8459,-39.804,01-08-2018,77070,Texas,01-08-2018
887,Houston,0.8,12.384,3,Central,kariox,Consumer,headset,Standard Class,8460,-19.8144,01-08-2018,77070,Texas,01-08-2018
888,Columbus,0.7,6.528,4,East,kariox,Corporate,headset,Standard Class,8885,-4.5696,01-08-2018,43229,Ohio,01-08-2018
889,Columbus,0.7,2.862,3,East,kariox,Corporate,headset,Standard Class,8886,-2.2896,01-08-2018,43229,Ohio,01-08-2018
890,Columbus,0.7,20.856,8,East,kariox,Corporate,headset,Standard Class,8887,-16.6848,01-08-2018,43229,Ohio,01-08-2018
891,Los Angeles,0,176.8,8,West,fynota,Home Office,chocolates,Standard Class,187,22.984,01-08-2018,90032,California,01-08-2018
892,Los Angeles,0,48.84,4,West,kariox,Corporate,laptop,Standard Class,5947,13.1868,01-08-2018,90036,California,01-08-2018
893,Fairfield,0,62.94,3,East,kariox,Consumer,headset,First Class,6793,30.2112,01-08-2018,6824,Connecticut,01-08-2018
894,Springfield,0,13.36,2,South,kariox,Consumer,phone,Second Class,6170,6.4128,01-08-2018,22153,Virginia,01-08-2018
895,Woodstock,0,272.61,13,South,fynota,Consumer,chocolates,First Class,9883,98.1396,01-08-2018,30188,Georgia,01-08-2018
896,Pleasant Grove,0.2,13.184,1,West,kariox,Consumer,headset,Second Class,1381,4.7792,01-08-2018,84062,Utah,01-08-2018
897,Bangor,0,101.96,2,East,kariox,Corporate,battery,Standard Class,9157,27.5292,01-08-2018,4401,Maine,01-08-2018
898,Bangor,0,259.74,13,East,kariox,Corporate,phone,Standard Class,9158,124.6752,01-08-2018,4401,Maine,01-08-2018
899,Bangor,0,255.42,9,East,fynota,Corporate,chocolates,Standard Class,9159,104.7222,01-08-2018,4401,Maine,01-08-2018
900,Los Angeles,0,20.94,3,West,kariox,Consumer,phone,Standard Class,172,9.8418,01-08-2018,90004,California,01-08-2018
901,Los Angeles,0,110.96,2,West,kariox,Consumer,phone,Standard Class,173,53.2608,01-08-2018,90004,California,01-08-2018
902,Los Angeles,0.2,340.144,7,West,qexty,Consumer,tshirts,Standard Class,174,21.259,01-08-2018,90004,California,01-08-2018
903,San Francisco,0,16.36,1,West,fynota,Consumer,chocolates,Standard Class,5358,1.636,01-08-2018,94122,California,01-08-2018
904,San Francisco,0,15.78,2,West,kariox,Consumer,laptop,Standard Class,5359,0.6312,01-08-2018,94122,California,01-08-2018
905,San Francisco,0,45.98,2,West,kariox,Consumer,television,Standard Class,5360,12.8744,01-08-2018,94122,California,01-08-2018
906,Meriden,0,79.47,3,East,kariox,Corporate,battery,Second Class,5865,22.2516,01-08-2018,6450,Connecticut,01-08-2018
907,Meriden,0,4.56,2,East,kariox,Corporate,television,Second Class,5866,2.0064,01-08-2018,6450,Connecticut,01-08-2018
908,Meriden,0,1133.35,5,East,qexty,Corporate,tshirts,Second Class,5867,294.671,01-08-2018,6450,Connecticut,01-08-2018
909,New York City,0,135.99,1,East,fynota,Corporate,colddrinks,Standard Class,6457,36.7173,01-08-2018,10009,New York,01-08-2018
910,New York City,0,15.96,7,East,kariox,Corporate,television,Standard Class,6458,7.0224,01-08-2018,10009,New York,01-08-2018
911,Pleasant Grove,0,158.9,5,West,kariox,Consumer,laptop,Second Class,1380,7.945,01-08-2018,84062,Utah,01-08-2018
912,Pleasant Grove,0.2,399.96,5,West,fynota,Consumer,colddrinks,Second Class,1379,34.9965,01-08-2018,84062,Utah,01-08-2018
913,Pleasant Grove,0,16.4,5,West,kariox,Consumer,television,Second Class,1378,4.264,01-08-2018,84062,Utah,01-08-2018
914,Pleasant Grove,0,447.84,8,West,kariox,Consumer,phone,Second Class,1377,219.4416,01-08-2018,84062,Utah,01-08-2018
915,Dallas,0.8,30.96,8,Central,kariox,Consumer,headset,First Class,3295,-52.632,01-08-2018,75081,Texas,01-08-2018
916,Charlotte,0.2,17.544,3,South,kariox,Corporate,tablet,Standard Class,1838,5.9211,01-08-2018,28205,North Carolina,01-08-2018
917,Charlotte,0.2,44.128,4,South,qexty,Corporate,shorts,Standard Class,1839,12.1352,01-08-2018,28205,North Carolina,01-08-2018
918,Charlotte,0.2,62.92,1,South,kariox,Corporate,battery,Standard Class,1840,10.2245,01-08-2018,28205,North Carolina,01-08-2018
919,Charlotte,0.2,78.304,2,South,kariox,Corporate,phone,Standard Class,1841,29.364,01-08-2018,28205,North Carolina,01-08-2018
920,Philadelphia,0.2,5.68,2,East,kariox,Home Office,lighting,Standard Class,2411,1.917,01-08-2018,19120,Pennsylvania,01-08-2018
921,Springfield,0,26.7,5,Central,kariox,Home Office,headset,Standard Class,6173,12.549,01-08-2018,65807,Missouri,01-08-2018
922,Texas City,0.3,489.23,2,Central,qexty,Consumer,hoodies,Standard Class,8894,41.934,01-08-2018,77590,Texas,01-08-2018
923,Springfield,0,21.2,2,Central,fynota,Home Office,chocolates,Standard Class,6174,9.116,01-08-2018,65807,Missouri,01-08-2018
924,Denver,0.5,218.75,2,West,qexty,Consumer,hoodies,First Class,202,-161.875,01-08-2018,80219,Colorado,01-08-2018
925,Denver,0.2,2.6,1,West,kariox,Consumer,battery,First Class,203,0.2925,01-08-2018,80219,Colorado,01-08-2018
926,New York City,0,39.96,2,East,kariox,Consumer,phone,Standard Class,856,18.7812,01-08-2018,10035,New York,01-08-2018
927,New York City,0,102.3,10,East,kariox,Consumer,charger,Standard Class,857,26.598,01-08-2018,10035,New York,01-08-2018
928,New York City,0,21.36,2,East,kariox,Consumer,laptop,Standard Class,858,5.7672,01-08-2018,10035,New York,01-08-2018
929,Glendale,0.2,93.024,3,West,kariox,Home Office,phone,Second Class,3156,33.7212,01-08-2018,85301,Arizona,01-08-2018
930,Pleasant Grove,0,1089.75,3,West,kariox,Consumer,battery,Second Class,1376,305.13,01-08-2018,84062,Utah,01-08-2018
931,Springfield,0,838.38,2,Central,kariox,Home Office,laptop,Standard Class,6175,226.3626,01-08-2018,65807,Missouri,01-08-2018
932,Columbia,0,62.91,3,South,fynota,Consumer,chocolates,Second Class,3773,22.6476,01-08-2018,29203,South Carolina,01-08-2018
933,San Francisco,0.2,19.752,3,West,kariox,Consumer,headset,First Class,2173,6.9132,01-08-2018,94122,California,01-08-2018
934,San Diego,0,76.12,2,West,kariox,Consumer,battery,Standard Class,595,22.0748,01-08-2018,92024,California,01-08-2018
935,Phoenix,0.7,9.345,5,West,kariox,Consumer,headset,Standard Class,7434,-6.5415,01-08-2018,85023,Arizona,01-08-2018
936,Seattle,0,12.35,1,West,qexty,Consumer,shorts,Standard Class,1239,5.434,01-08-2018,98105,Washington,01-08-2018
937,Seattle,0,40.97,1,West,kariox,Consumer,television,Standard Class,1240,10.6522,01-08-2018,98105,Washington,01-08-2018
938,Seattle,0,22.96,2,West,kariox,Consumer,lighting,Standard Class,1241,10.7912,01-08-2018,98105,Washington,01-08-2018
939,New York City,0,375.34,1,East,kariox,Consumer,laptop,Standard Class,3230,18.767,01-08-2018,10035,New York,01-08-2018
940,Lakewood,0,196.21,7,East,kariox,Corporate,headset,Standard Class,6769,98.105,01-08-2018,8701,New Jersey,01-08-2018
941,San Francisco,0.2,806.336,8,West,fynota,Consumer,colddrinks,Standard Class,8244,50.396,01-08-2018,94122,California,01-08-2018
942,San Francisco,0,85.44,3,West,qexty,Consumer,shorts,Standard Class,8245,31.6128,01-08-2018,94122,California,01-08-2018
943,Miami,0.2,31.104,6,South,kariox,Home Office,phone,Standard Class,8287,10.8864,01-08-2018,33180,Florida,01-08-2018
944,Miami,0.2,47.96,5,South,kariox,Home Office,television,Standard Class,8288,4.1965,01-08-2018,33180,Florida,01-08-2018
945,Miami,0.2,158.928,7,South,fynota,Home Office,chocolates,Standard Class,8289,41.7186,01-08-2018,33180,Florida,01-08-2018
946,Miami,0.2,5.552,2,South,kariox,Home Office,charger,Standard Class,8291,-1.041,01-08-2018,33180,Florida,01-08-2018
947,Miami,0.2,2.952,1,South,kariox,Home Office,tablet,Standard Class,8292,0.9963,01-08-2018,33180,Florida,01-08-2018
948,New York City,0,199.98,2,East,fynota,Consumer,chocolates,Standard Class,8544,83.9916,01-08-2018,10035,New York,01-08-2018
949,Woodstock,0,14.04,3,South,kariox,Consumer,headset,First Class,9882,6.7392,01-08-2018,30188,Georgia,01-08-2018
950,Phoenix,0.2,4.464,3,West,kariox,Consumer,lighting,Standard Class,7433,-0.9486,01-08-2018,85023,Arizona,01-08-2018
951,Fresno,0,5.98,1,West,kariox,Consumer,phone,Standard Class,7070,2.691,01-08-2018,93727,California,01-08-2018
952,Miami,0.2,211.248,6,South,kariox,Home Office,battery,Standard Class,8290,15.8436,01-08-2018,33180,Florida,01-08-2018
953,Seattle,0.2,219.168,2,West,fynota,Home Office,colddrinks,Standard Class,3393,-43.8336,01-08-2018,98103,Washington,01-08-2018
954,Seattle,0.2,2060.744,7,West,kariox,Consumer,headset,Standard Class,3629,643.9825,01-08-2018,98103,Washington,01-08-2018
955,San Diego,0,327.76,8,West,qexty,Consumer,shorts,Standard Class,598,91.7728,01-08-2018,92024,California,01-08-2018
956,Glendale,0.2,95.976,3,West,fynota,Consumer,chocolates,Standard Class,1467,-10.7973,01-08-2018,85301,Arizona,01-08-2018
957,San Diego,0.2,1199.976,3,West,fynota,Consumer,fastfood,Standard Class,596,434.9913,01-08-2018,92024,California,01-08-2018
958,Vacaville,0,423.28,11,West,kariox,Consumer,laptop,Second Class,2751,110.0528,01-08-2018,95687,California,01-08-2018
959,Trenton,0,549.99,1,Central,fynota,Home Office,fastfood,Standard Class,5069,274.995,01-08-2018,48183,Michigan,01-08-2018
960,Trenton,0.1,167.535,3,Central,kariox,Home Office,battery,Standard Class,5070,37.23,01-08-2018,48183,Michigan,01-08-2018
961,Glendale,0.2,121.376,4,West,qexty,Consumer,shorts,Standard Class,1466,-3.0344,01-08-2018,85301,Arizona,01-08-2018
962,Trenton,0,53.88,6,Central,qexty,Home Office,shorts,Standard Class,5072,22.6296,01-08-2018,48183,Michigan,01-08-2018
963,Seattle,0.2,1091.168,4,West,fynota,Home Office,colddrinks,Standard Class,3392,68.198,01-08-2018,98103,Washington,01-08-2018
964,Trenton,0,38.34,3,Central,kariox,Home Office,watch,Standard Class,5071,17.253,01-08-2018,48183,Michigan,01-08-2018
965,San Diego,0,20.88,8,West,kariox,Home Office,tablet,Standard Class,1741,9.6048,01-08-2018,92037,California,01-08-2018
966,San Diego,0.2,445.96,5,West,fynota,Consumer,colddrinks,Standard Class,597,55.745,01-08-2018,92024,California,01-08-2018
967,Saint Petersburg,0.2,178.384,2,South,fynota,Corporate,colddrinks,Standard Class,315,22.298,01-08-2018,33710,Florida,01-08-2018
968,Jacksonville,0.2,155.456,4,South,qexty,Consumer,pants,Second Class,8955,-7.7728,01-08-2018,32216,Florida,01-08-2018
969,Saint Petersburg,0.2,15.552,3,South,kariox,Corporate,phone,Standard Class,316,5.4432,01-08-2018,33710,Florida,01-08-2018
970,Trenton,0,299.98,2,Central,fynota,Home Office,colddrinks,Standard Class,5073,83.9944,01-08-2018,48183,Michigan,01-08-2018
971,Columbia,0,362.94,3,East,qexty,Consumer,pants,Standard Class,5238,36.294,01-09-2018,21044,Maryland,01-09-2018
972,Des Moines,0,1799.97,3,West,fynota,Consumer,fastfood,Second Class,393,701.9883,01-09-2018,98198,Washington,01-09-2018
973,Des Moines,0.2,246.384,2,West,fynota,Consumer,colddrinks,Second Class,392,27.7182,01-09-2018,98198,Washington,01-09-2018
974,New York City,0,1349.91,9,East,fynota,Consumer,colddrinks,First Class,9399,661.4559,01-09-2018,10011,New York,01-09-2018
975,New York City,0,30.98,1,East,kariox,Consumer,battery,First Class,9398,8.0548,01-09-2018,10011,New York,01-09-2018
976,New York City,0,75.18,6,East,kariox,Consumer,tablet,First Class,9397,35.3346,01-09-2018,10011,New York,01-09-2018
977,New York City,0.1,631.782,2,East,qexty,Consumer,tshirts,First Class,9395,140.396,01-09-2018,10011,New York,01-09-2018
978,New York City,0,629.95,5,East,fynota,Consumer,colddrinks,First Class,9394,157.4875,01-09-2018,10011,New York,01-09-2018
979,Chicago,0.2,11.12,2,Central,fynota,Consumer,colddrinks,First Class,8868,3.475,01-09-2018,60653,Illinois,01-09-2018
980,Chicago,0.3,493.43,5,Central,qexty,Consumer,pants,First Class,8867,-70.49,01-09-2018,60653,Illinois,01-09-2018
981,Columbia,0,59.98,2,East,fynota,Consumer,chocolates,Standard Class,5239,26.3912,01-09-2018,21044,Maryland,01-09-2018
982,Omaha,0,25.96,2,Central,kariox,Corporate,battery,First Class,2791,7.5284,01-09-2018,68104,Nebraska,01-09-2018
983,New York City,0.2,801.568,2,East,qexty,Consumer,pants,First Class,9396,-10.0196,01-09-2018,10011,New York,01-09-2018
984,San Diego,0,8.56,2,West,kariox,Corporate,phone,Standard Class,8956,3.852,01-09-2018,92024,California,01-09-2018
985,San Francisco,0.2,239.984,2,West,fynota,Consumer,colddrinks,Standard Class,3166,23.9984,01-09-2018,94109,California,01-09-2018
